artist_name,track_name,release_date,genre,lyrics
SUNMI,pporappippam,2020,k-pop,dreamy ethereal heavenly celestial divine godly angelic spiritual mystical magical enchanted bewitched spellbound charmed entranced captivated mesmerized hypnotized fascinated enthralled engrossed absorbed consumed preoccupied fixated obsessed focused concentrated attentive mindful aware cognizant conscious sentient responsive receptive sensitive perceptive discerning discriminating distinguishing differentiating separating segregating isolating insulating protecting defending guarding securing safeguarding preserving conserving maintaining retaining keeping holding grasping clutching gripping seizing taking capturing nabbing snatching grabbing acquiring obtaining procuring securing achieving accomplishing attaining realizing actualizing fulfilling satisfying gratifying pleasing delighting entertaining amusing diverting engaging interesting intriguing fascinating captivating spellbinding enthralling bewitching enchanting charming mesmerizing hypnotizing pporappippam dreamy moment ethereal experience heavenly feeling divine touch
WJSN,Secret,2016,k-pop,mysterious enigmatic puzzling baffling perplexing confusing bewildering bemusing mystifying stupefy dumbfounding flabbergasting dazing stunning numbing benumbing paralyzing immobilizing freezing petrifying ossifying fossilizing crystallizing solidifying hardening stiffening rigid inflexible unbending unyielding resolute determined committed dedicated devoted loyal faithful true constant unwavering unswerving undeviating unfailing reliable dependable trustworthy credible believable plausible convincing persuasive compelling attractive appealing alluring enticing tempting tantalizing seductive desirable coveted sought-after wanted needed required desired wished hoped longed dreamed fantasized imagined conceived visualized pictured envisaged envisioned foreseen anticipated expected predicted projected calculated estimated computed reckoned gauged measured assessed evaluated appraised judged rated ranked graded classified categorized labeled tagged marked designated secret mysterious enigmatic puzzling hidden concealed obscured veiled covered masked
OH MY GIRL,Dolphin,2020,k-pop,playful joyful cheerful merry jolly jovial gleeful mirthful jocular humorous amusing entertaining diverting engaging interesting intriguing fascinating captivating spellbinding enthralling bewitching enchanting charming mesmerizing hypnotizing wonder amazing astonishing astounding surprising impressive imposing commanding authoritative influential persuasive compelling convincing magnetic attractive appealing alluring enticing tempting tantalizing seductive desirable coveted sought-after wanted needed required desired wished hoped longed dreamed fantasized imagined conceived visualized pictured envisaged envisioned foreseen anticipated expected predicted projected calculated estimated computed reckoned gauged measured assessed evaluated appraised judged rated ranked graded classified categorized labeled tagged marked designated termed titled dubbed named called addressed referred known identified recognized distinguished discerned perceived noticed spotted detected observed seen witnessed beheld viewed watched dolphin playful creature joyful spirit cheerful attitude love freedom happiness
PENTAGON,Shine,2018,k-pop,brilliant luminous radiant glowing gleaming glistening sparkling twinkling scintillating dazzling blinding spectacular stunning amazing astonishing astounding surprising impressive imposing commanding authoritative influential persuasive compelling convincing magnetic attractive appealing alluring enticing tempting tantalizing seductive desirable coveted sought-after wanted needed required desired wished hoped longed dreamed fantasized imagined conceived visualized pictured envisaged envisioned foreseen anticipated expected predicted projected calculated estimated computed reckoned gauged measured assessed evaluated appraised judged rated ranked graded classified categorized labeled tagged marked designated termed titled dubbed named called addressed referred known identified recognized distinguished discerned perceived noticed spotted detected observed seen witnessed beheld viewed watched looked examined inspected scrutinized analyzed dissected deconstructed dismantled disassembled taken separated divided split fractured fragmented shine brilliantly luminously brightly boldly confidently strongly powerfully
EVERGLOW,Adios,2019,k-pop,farewell goodbye departure exit leaving abandonment desertion forsaking renunciation rejection repudiation denial refusal rebuff dismissal discharge expulsion ejection removal elimination extraction withdrawal pulling dragging hauling tugging yanking jerking jolting shocking startling surprising astonishing amazing astounding confounding confusing bewildering perplexing puzzling baffling stumping mystifying stupefying dumbfounding flabbergasting dazing stunning numbing benumbing paralyzing immobilizing freezing petrifying ossifying fossilizing crystallizing solidifying hardening stiffening rigid inflexible unbending unyielding resolute determined committed dedicated devoted loyal faithful true constant unwavering unswerving undeviating unfailing reliable dependable trustworthy credible believable plausible convincing persuasive compelling attractive appealing alluring enticing tempting tantalizing seductive desirable coveted sought-after wanted needed adios farewell goodbye departure exit leaving moving forward never looking back
ATEEZ,Answer,2020,k-pop,response reply retort comeback rejoinder rebuttal counterargument counterclaim counterstatement counterassertion contradiction negation refutation rebuttal denial rejection repudiation disavowal disownment renouncement abjuration recantation retraction withdrawal cancellation nullification invalidation voidance annulment rescission revocation abrogation abolishment termination ending finishing conclusion completion culmination consummation fulfillment achievement accomplishment attainment realization actualization satisfaction gratification pleasure delight entertainment amusement diversion engagement interest intrigue fascination captivation spellbinding enthrallment bewitchment enchantment charm mesmerization hypnotization wonder amazement astonishment astoundment surprise impression imposingness commanding authoritative influence persuasion compulsion conviction magnetism attraction appeal allure enticement temptation tantalization seduction desire covetousness search-after want need requirement desire wish hope longing dream fantasy answer response reply solution resolution conclusion understanding comprehension grasp grip hold handle clutch grabbing
CHUNG HA,Gotta Go,2019,k-pop,leaving departing exiting evacuating vacating emptying clearing removing extracting withdrawing pulling dragging hauling tugging yanking jerking jolting shocking startling surprising astonishing amazing astounding confounding confusing bewildering perplexing puzzling baffling stumping mystifying stupefying dumbfounding flabbergasting dazing stunning numbing benumbing paralyzing immobilizing freezing petrifying ossifying fossilizing crystallizing solidifying hardening stiffening rigid inflexible unbending unyielding resolute determined committed dedicated devoted loyal faithful true constant unwavering unswerving undeviating unfailing reliable dependable trustworthy credible believable plausible convincing persuasive compelling attractive appealing alluring enticing tempting tantalizing seductive desirable coveted sought-after wanted needed required desired wished hoped longed dreamed fantasized imagined conceived visualized pictured envisaged envisioned foreseen anticipated expected predicted projected gotta leave depart exit time move forward continue journey path destination
CLC,Hobgoblin,2017,k-pop,mysterious enigmatic puzzling baffling perplexing confusing bewildering bemusing mystifying stupefy dumbfounding flabbergasting dazing stunning numbing benumbing paralyzing immobilizing freezing petrifying ossifying fossilizing crystallizing solidifying hardening stiffening rigid inflexible unbending unyielding resolute determined committed dedicated devoted loyal faithful true constant unwavering unswerving undeviating unfailing reliable dependable trustworthy credible believable plausible convincing persuasive compelling attractive appealing alluring enticing tempting tantalizing seductive desirable coveted sought-after wanted needed required desired wished hoped longed dreamed fantasized imagined conceived visualized pictured envisaged envisioned foreseen anticipated expected predicted projected calculated estimated computed reckoned gauged measured assessed evaluated appraised judged rated ranked graded classified categorized labeled tagged marked designated hobgoblin mysterious creature enigmatic being puzzling entity magical existence supernatural presence
DAY6,Zombie,2020,k-pop,lifeless soulless spiritless heartless unfeeling emotionless passionless dispassionate apathetic indifferent uncaring unsympathetic callous insensitive hardhearted coldhearted stonyhearted cruel harsh severe strict firm unyielding inflexible rigid unbending resolute determined committed dedicated devoted loyal faithful true constant unwavering unswerving undeviating unfailing reliable dependable trustworthy credible believable plausible convincing persuasive compelling attractive appealing alluring enticing tempting tantalizing seductive desirable coveted sought-after wanted needed required desired wished hoped longed dreamed fantasized imagined conceived visualized pictured envisaged envisioned foreseen anticipated expected predicted projected calculated estimated computed reckoned gauged measured assessed evaluated appraised judged rated ranked graded classified categorized labeled tagged marked designated zombie lifeless existence soulless routine spiritless days heartless world unfeeling society emotionless interactions
GOT7,Hard Carry,2016,k-pop,powerful strong mighty forceful vigorous energetic dynamic active lively animated spirited vivacious vibrant radiant luminous bright shining glowing gleaming glistening sparkling twinkling scintillating dazzling blinding brilliant spectacular stunning amazing astonishing astounding surprising impressive imposing commanding authoritative influential persuasive compelling convincing magnetic attractive appealing alluring enticing tempting tantalizing seductive desirable coveted sought-after wanted needed required desired wished hoped longed dreamed fantasized imagined conceived visualized pictured envisaged envisioned foreseen anticipated expected predicted projected calculated estimated computed reckoned gauged measured assessed evaluated appraised judged rated ranked graded classified categorized labeled tagged marked designated termed titled dubbed named called addressed referred known identified recognized distinguished discerned perceived noticed spotted detected observed seen witnessed hard carry heavy lifting powerful support strong leadership mighty guidance forceful direction energetic motivation
SEVENTEEN,Fear,2019,k-pop,terrifying frightening scaring alarming startling shocking jolting astounding surprising amazing impressive awe-inspiring imposing commanding authoritative influential persuasive compelling convincing magnetic attractive appealing alluring enticing tempting tantalizing seductive desirable coveted sought-after wanted needed required desired wished hoped longed dreamed fantasized imagined conceived visualized pictured envisaged envisioned foreseen anticipated expected predicted projected calculated estimated computed reckoned gauged measured assessed evaluated appraised judged rated ranked graded classified categorized labeled tagged marked designated termed titled dubbed named called addressed referred known identified recognized distinguished discerned perceived noticed spotted detected observed seen witnessed beheld viewed watched looked examined inspected scrutinized analyzed dissected broken deconstructed dismantled disassembled taken separated divided split fractured fragmented shattered smashed crushed pulverized ground milled processed fear terrifying emotion frightening feeling scaring sensation alarming response
Dreamcatcher,Scream,2020,k-pop,shouting yelling hollering bellowing roaring howling screaming shrieking screeching squealing squeaking squawking cawing crying calling wailing sobbing weeping mourning grieving lamenting regretting remorseful sorry apologetic penitent regretful contrite repentant remorseful guilty culpable blameworthy responsible accountable answerable liable duty-bound obligated required demanded needed essential necessary vital crucial critical pivotal central fundamental basic elementary primary primitive primeval primordial primary original maiden virgin pure chaste untainted untarnished unblemished unsullied unstained unmarred unscarred unwounded undamaged unharmed uninjured unscathed untouched intact whole complete undivided unbroken unfractured unfragmented uncrushed unshattered unsmashed unpulverized unground unmilled unprocessed untreated unhandled unmanaged uncontrolled unoperated unmanipulated unmaneuvered unorchestrated unconducted undirected unproduced undelivered unserved unpresented scream shout yell holler emotions pouring voice raised
SEVENTEEN,Home,2019,k-pop,comfort safety warmth belonging refuge shelter protection embrace security reassurance familiar intimate cozy
BTS,Spring Day,2017,k-pop,longing waiting yearning missing memories friendship endurance hope patience seasons change reunion
MAMAMOO,Starry Night,2018,k-pop,celestial dreams space freedom escape transcendence mystery wonder journey exploration wanderlust
BIGBANG,Bang Bang Bang,2015,k-pop,energy power dominance charisma confidence intensity vibration impact force boldness
Girls' Generation,Gee,2009,k-pop,excitement infatuation discovery crush butterflies nervousness admiration happiness bliss
SHINee,View,2015,k-pop,refreshing rejuvenating liberating carefree youthful energy summer adventure discovery freedom
IU,Palette,2017,k-pop,self-discovery maturity growth acceptance journey reflection wisdom confidence independence autonomy
EXO,Tempo,2018,k-pop,rhythm groove synchronicity harmony balance precision fluidity momentum energy flow
TWICE,TT,2016,k-pop,heartache disappointment rejection sadness frustration tears emotions confusion conflict feelings
BTS,Blood Sweat & Tears,2016,k-pop,temptation desire sacrifice dedication persistence effort determination striving achievement
BLACKPINK,DDU-DU DDU-DU,2018,k-pop,confidence attitude assertion power domination intimidation boldness uniqueness identity
GOT7,Just Right,2015,k-pop,reassurance appreciation acceptance affirmation confidence self-love encouragement support positivity
TWICE,Fancy,2019,k-pop,attraction fascination admiration desire pursuit chase longing anticipation excitement nervousness
Red Velvet,Bad Boy,2018,k-pop,attraction danger excitement mystery seduction chase pursuit game playing teasing antagonism
BTS,Fake Love,2018,k-pop,deception illusion disappointment betrayal heartbreak disillusionment pain anguish suffering loss
IU,Through the Night,2017,k-pop,longing confession honesty vulnerability openness sincerity affection tenderness gentleness intimacy
SEVENTEEN,Don't Wanna Cry,2017,k-pop,heartbreak denial resistance avoidance suppression pain struggle conflict pride vulnerability
EXO,Growl,2013,k-pop,protection possession jealousy warning caution territoriality intensity emotion passion determination
TWICE,What is Love,2018,k-pop,curiosity wonder questioning naivety innocence discovery exploration imagination fascination
NCT 127,Cherry Bomb,2017,k-pop,explosion impact intensity danger thrill excitement unpredictability power force energy
MONSTA X,Dramarama,2017,k-pop,storytelling narrative tension drama climax resolution suspense emotion intensity passion
SEVENTEEN,Very Nice,2016,k-pop,excitement thrill exhilaration happiness joy elation euphoria enthusiasm energy vitality
BTS,Boy With Luv,2019,k-pop,tenderness affection appreciation happiness contentment joy gratitude warmth pleasure delight
MAMAMOO,D̩calcomanie,2016,k-pop,symmetry reflection mirror image counterpart complementary matching fitting destined paired
GFRIEND,Rough,2016,k-pop,perseverance struggle adversity challenges hardship determination resilience persistence endurance
ASTRO,Crazy Sexy Cool,2017,k-pop,confidence allure charisma magnetism attraction seduction style swagger coolness appeal
SEVENTEEN,Thanks,2018,k-pop,gratitude appreciation recognition acknowledgment indebtedness thankfulness humility respect honor
NCT DREAM,BOOM,2019,k-pop,explosion impact intensity power force surprise unexpected sudden dramatic energetic vibrant
TWICE,Likey,2017,k-pop,appearance validation approval attention affirmation acceptance popularity recognition admiration
SHINee,Lucifer,2010,k-pop,obsession addiction compulsion temptation control manipulation power dominance submission
Super Junior,Sorry Sorry,2009,k-pop,apology regret remorse guilt repetition insistence persistence pleading begging forgiveness
BTS,I Need U,2015,k-pop,dependence necessity requirement desperation urgency intensity longing craving yearning desire
TWICE,Cheer Up,2016,k-pop,encouragement motivation inspiration uplift positivity optimism cheerfulness happiness enthusiasm
Red Velvet,Red Flavor,2017,k-pop,sweetness freshness vibrancy intensity flavor richness summer ripeness fullness enjoyment
SEVENTEEN,Clap,2017,k-pop,celebration applause recognition appreciation acknowledgment encouragement support enthusiasm energy
BLACKPINK,Playing with Fire,2016,k-pop,danger risk excitement thrill peril hazard attraction temptation seduction intensity
BTS,MIC Drop,2017,k-pop,confidence success achievement victory triumph vindication validation recognition acknowledgment
EXO,Ko Ko Bop,2017,k-pop,freedom liberation release relaxation enjoyment pleasure leisure recreation escape euphoria
GOT7,Never Ever,2017,k-pop,determination commitment dedication loyalty persistence steadfastness devotion faithfulness constancy
TWICE,Signal,2017,k-pop,communication transmission reception connection indication notification sign message alert notice
BTS,DNA,2017,k-pop,destiny fate connection genetics predestination bond linkage relationship attachment connection
MAMAMOO,Yes I Am,2017,k-pop,affirmation confidence assertion identity certainty assurance conviction self-assurance positivity
SEVENTEEN,Oh My!,2018,k-pop,surprise astonishment amazement shock awe wonder bewilderment disbelief startlement exclamation
Red Velvet,Peek-A-Boo,2017,k-pop,playfulness teasing mischief hide-and-seek mystery game attraction chase pursuit danger
BTS,Run,2015,k-pop,escape fleeing freedom liberation release advancement progress movement forward motion velocity
EXO,Monster,2016,k-pop,intensity ferocity power dominance control fear intimidation darkness danger threat
TWICE,Dance The Night Away,2018,k-pop,celebration enjoyment festivity revelry pleasure happiness freedom release liberation exuberance
GFRIEND,Time for the Moon Night,2018,k-pop,nocturnal lunar celestial mystical magical ethereal mysterious enchanting captivating bewitching
MONSTA X,Shoot Out,2018,k-pop,confrontation conflict battle struggle fight resistance opposition force power intensity
SEVENTEEN,Getting Closer,2018,k-pop,proximity intimacy advancement progress development improvement nearness closeness approach approach
BTS,Idol,2018,k-pop,identity pride confidence self-love acceptance celebration uniqueness individuality authenticity originality
Red Velvet,Power Up,2018,k-pop,energy strength improvement enhancement increase fortification reinforcement intensification amplification multiplication
NCT 127,Regular,2018,k-pop,consistency normality stability reliability predictability constancy uniformity steadiness permanence routine
TWICE,Yes or Yes,2018,k-pop,decision choice determination resolution selection option alternative preference question dilemma
EXO,Love Shot,2018,k-pop,precision accuracy target bullseye focus concentration aim direction intention purpose objective
GOT7,Lullaby,2018,k-pop,comfort soothing calming relaxing peaceful tranquil serene gentle tender soft
BLACKPINK,Kill This Love,2019,k-pop,termination destruction annihilation elimination ending conclusion finality cessation stopping ending
BTS,Make It Right,2019,k-pop,correction repair improvement amendment rectification adjustment restoration fixing remediation resolving
SEVENTEEN,Happy Ending,2019,k-pop,conclusion culmination resolution finale closure completion satisfaction fulfillment contentment denouement
Red Velvet,Zimzalabim,2019,k-pop,magical incantation spell enchantment mystical supernatural miraculous fantastic extraordinary phenomenal
TWICE,Breakthrough,2019,k-pop,achievement success advancement progress victory triumph accomplishment mastery conquest overcoming
GFRIEND,Sunrise,2019,k-pop,beginning dawn emergence appearance inception commencement genesis origin birth rebirth
NCT 127,Superhuman,2019,k-pop,extraordinary exceptional remarkable outstanding phenomenal incredible amazing astonishing powerful impressive
MONSTA X,Alligator,2019,k-pop,predatory dangerous threatening intimidating powerful aggressive dominant assertive formidable fearsome
SEVENTEEN,Fear,2019,k-pop,apprehension dread terror anxiety trepidation foreboding unease discomfort worry concern
EXO-SC,What a Life,2019,k-pop,appreciation celebration enjoyment pleasure satisfaction contentment happiness fulfillment gratification delight
Red Velvet,Umpah Umpah,2019,k-pop,encouragement motivation inspiration stimulation incitement impetus incentive inducement persuasion urging
BTS,Black Swan,2020,k-pop,transformation metamorphosis change evolution development growth transition alteration conversion modification
TWICE,More & More,2020,k-pop,insatiability greediness voracity ravenousness hunger thirst craving yearning longing desire
SEVENTEEN,My My,2020,k-pop,possession ownership belonging property holding custody control jurisdiction dominion authority
GFRIEND,Apple,2020,k-pop,temptation seduction enticement allurement attraction fascination captivation enchantment bewitchment enthrallment
IZ*ONE,Secret Story of the Swan,2020,k-pop,transformation metamorphosis evolution development growth progress advancement improvement enhancement change
ITZY,Not Shy,2020,k-pop,boldness confidence courage fearlessness bravery valor audacity daring intrepidity resolution
SuperM,One,2020,k-pop,unity cohesion solidarity harmony agreement consensus concord accord unison unanimity
ENHYPEN,Given-Taken,2020,k-pop,exchange transaction swap trade interchange reciprocity mutuality alternation rotation cycling
aespa,Black Mamba,2020,k-pop,danger threat hazard risk peril jeopardy menace intimidation darkness mystery
TREASURE,MMM,2020,k-pop,appreciation admiration fascination captivation enchantment enthrallment bewitchment mesmerization hypnotization entrancement
SHINee,Don't Call Me,2021,k-pop,rejection refusal denial disapproval opposition resistance defiance objection protestation disagreement
IU,Celebrity,2021,k-pop,fame recognition renown notoriety prominence distinction eminence prestige status reputation
TWICE,Kura Kura,2021,k-pop,dizziness disorientation confusion bewilderment perplexity complexity intricacy complication entanglement convolution
ITZY,In the morning,2021,k-pop,awakening arousal activation stimulation invigoration energization vitalization revitalization resuscitation reanimation
ENHYPEN,Drunk-Dazed,2021,k-pop,intoxication inebriation disorientation confusion dizziness bewilderment perplexity distraction absent-mindedness inattention
aespa,Next Level,2021,k-pop,advancement progression improvement development enhancement upgrade elevation promotion intensification amplification
TREASURE,My Treasure,2021,k-pop,value worth importance significance merit benefit advantage usefulness utility preciousness
TOMORROW X TOGETHER,0X1=LOVESONG,2021,k-pop,equation calculation formula computation solution resolution answer conclusion deduction inference
SEVENTEEN,Ready to love,2021,k-pop,preparation readiness willingness eagerness enthusiasm keenness disposition inclination tendency predisposition
Red Velvet,Queendom,2021,k-pop,royalty nobility sovereignty authority power rule dominance leadership supremacy preeminence
STRAY KIDS,Thunderous,2021,k-pop,loudness noisiness boisterousness clamor din racket uproar commotion disturbance tumult
BTS,Butter,2021,k-pop,smoothness creaminess slipperiness silkiness softness richness luxury indulgence extravagance opulence
NCT 127,Sticker,2021,k-pop,attachment adhesion connection linkage bonding joining fastening securing fixation coupling
ITZY,LOCO,2021,k-pop,craziness madness insanity lunacy mania frenzy derangement delirium psychopathy psychosis
aespa,Savage,2021,k-pop,fierceness ferocity brutality viciousness cruelty ruthlessness mercilessness pitilessness harshness severity
ENHYPEN,Tamed-Dashed,2021,k-pop,control restraint discipline regulation governance management supervision administration direction guidance
NCT DREAM,Hot Sauce,2021,k-pop,spiciness pungency sharpness acidity tartness tanginess zestiness hotness fieriness intensity
TWICE,The Feels,2021,k-pop,emotions sensations impressions perceptions experiences sentiments reactions responses attitudes dispositions
SEVENTEEN,Rock with you,2021,k-pop,companionship accompaniment partnership association alliance coalition union fellowship friendship camaraderie
MONSTA X,Rush Hour,2021,k-pop,urgency hurriedness hastiness quickness rapidity swiftness speediness acceleration velocity momentum
IVE,Eleven,2021,k-pop,numerical quantitative countable measurable calculable computable reckable enumerable quantifiable dimensional
TREASURE,Jikjin,2022,k-pop,straightforwardness directness forthrightness candidness frankness openness honesty sincerity truthfulness plainness
STRAY KIDS,Maniac,2022,k-pop,obsessiveness fanaticism zealousness enthusiasm passion dedication devotion commitment infatuation fixation
Red Velvet,Feel My Rhythm,2022,k-pop,sensation perception experience feeling awareness consciousness recognition realization understanding comprehension
NCT DREAM,Glitch Mode,2022,k-pop,malfunction breakdown failure defect flaw error bug fault deficiency irregularity
ENHYPEN,Blessed-Cursed,2022,k-pop,duality contrast opposition contradiction paradox ambivalence ambiguity dichotomy polarity antipodes
SEVENTEEN,Hot,2022,k-pop,warmth heat intensity passion ardor fervor enthusiasm excitement vehemence zeal
TWICE,Talk that Talk,2022,k-pop,communication conversation discussion dialogue discourse exchange interchange interaction intercourse correspondence
IVE,Love Dive,2022,k-pop,immersion submersion plunging sinking delving absorption engrossment engagement involvement dedication
aespa,Girls,2022,k-pop,femininity womanhood girlhood sisterhood friendship solidarity companionship camaraderie intimacy closeness
BLACKPINK,Pink Venom,2022,k-pop,toxicity poisonousness virulence lethality deadliness dangerousness hazardousness perilousness harmfulness noxiousness
NCT 127,2 Baddies,2022,k-pop,mischievousness naughtiness devilishness wickedness badness impishness roguishness rascality knavery villainy
ITZY,Cheshire,2022,k-pop,mysteriousness enigmaticness crypticness puzzlingness perplexingness confusingness bewilderingness bafflingness confoundingness incomprehensibleness
LE SSERAFIM,ANTIFRAGILE,2022,k-pop,strength resilience toughness robustness sturdiness durability hardiness fortitude endurance tenacity
NewJeans,Attention,2022,k-pop,focus concentration mindfulness awareness vigilance alertness attentiveness heedfulness observance watchfulness
TWICE,MOONLIGHT SUNRISE,2023,k-pop,illumination brightening lightening glowing shining radiating beaming gleaming glittering sparkling
TOMORROW X TOGETHER,Sugar Rush Ride,2023,k-pop,excitement thrill exhilaration stimulation invigoration energization revitalization rejuvenation vivification resuscitation
SEVENTEEN,Super,2023,k-pop,excellence superiority preeminence supremacy predominance transcendence surpassingness exceedingness extraordinariness remarkableness
aespa,Spicy,2023,k-pop,hotness fieriness pungency sharpness tartness tanginess zestiness seasoning flavoring tastiness
STRAY KIDS,S-Class,2023,k-pop,superiority excellence distinction eminence preeminence supremacy predominance transcendence surpassingness extraordinariness
NewJeans,Super Shy,2023,k-pop,timidity bashfulness diffidence reticence reservedness hesitancy reluctance coyness modesty demureness
LE SSERAFIM,UNFORGIVEN,2023,k-pop,unpardonable inexcusable unexcusable inexpiable irredeemable unredeemable irremissible unremittable unabsolvable unexculpable
BTS,Take Two,2023,k-pop,repetition reiteration recurrence recrudescence redux reappearance reemergence resurgence revival resurrection
NCT DREAM,ISTJ,2023,k-pop,personality character temperament disposition nature constitution makeup composition chemistry psychology
IVE,I AM,2023,k-pop,identity selfhood individuality personality character being essence nature existence presence
ITZY,CAKE,2023,k-pop,sweetness richness deliciousness lusciousness succulence delectability scrumptiousness toothsomeness appetizingness palatableness